individualID,taxonID,scientificName
NEON.BET.D01.003731,PTETRI3,Pterostichus tristis
NEON.BET.D01.003119,MYACYA,Myas cyanescens
NEON.BET.D01.004027,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003713,PTETRI3,Pterostichus tristis
NEON.BET.D01.003964,CARGOR,Carabus goryi
NEON.BET.D01.003221,PTEROS,Pterostichus rostratus
NEON.BET.D01.003712,PTETRI3,Pterostichus tristis
NEON.BET.D01.003152,CYMPLA2,Cymindis platicollis
NEON.BET.D01.003730,PTETRI3,Pterostichus tristis
NEON.BET.D01.003151,CYMNEG,Cymindis neglecta
NEON.BET.D01.003164,APELUC2,Apenes lucidula
NEON.BET.D01.003705,PTETRI3,Pterostichus tristis
NEON.BET.D01.004075,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003219,PTEROS,Pterostichus rostratus
NEON.BET.D01.003716,PTETRI3,Pterostichus tristis
NEON.BET.D01.003704,PTETRI3,Pterostichus tristis
NEON.BET.D01.004050,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003729,PTETRI3,Pterostichus tristis
NEON.BET.D01.003962,CARGOR,Carabus goryi
NEON.BET.D01.003874,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004054,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003140,CYMCRI,Cymindis cribricollis
NEON.BET.D01.003701,PTETRI3,Pterostichus tristis
NEON.BET.D01.004134,PTETRI3,Pterostichus tristis
NEON.BET.D01.004041,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004036,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004358,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004453,CARGOR,Carabus goryi
NEON.BET.D01.004505,CARGOR,Carabus goryi
NEON.BET.D01.004765,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004764,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004604,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004612,CARSER,Carabus serratus
NEON.BET.D01.004352,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004455,CARGOR,Carabus goryi
NEON.BET.D01.004691,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004688,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004613,CARSER,Carabus serratus
NEON.BET.D01.004457,CARGOR,Carabus goryi
NEON.BET.D01.004763,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004367,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004412,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004718,PLADEC,Platynus decentis
NEON.BET.D01.004723,PTEMUT2,Pterostichus mutus
NEON.BET.D01.004758,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004755,CYMPLA2,Cymindis platicollis
NEON.BET.D01.004360,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004719,PTEMUT2,Pterostichus mutus
NEON.BET.D01.004760,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004805,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004720,PTEMUT2,Pterostichus mutus
NEON.BET.D01.004717,PLADEC,Platynus decentis
NEON.BET.D01.004365,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004761,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004685,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004414,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004748,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.004413,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004806,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004464,CARGOR,Carabus goryi
NEON.BET.D01.004759,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004690,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004510,CARGOR,Carabus goryi
NEON.BET.D01.004508,CARGOR,Carabus goryi
NEON.BET.D01.004513,CARGOR,Carabus goryi
NEON.BET.D01.004808,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004809,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004742,AGORET,Agonum retractum
NEON.BET.D01.004678,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004667,PTEROS,Pterostichus rostratus
NEON.BET.D01.004677,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004432,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004807,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004810,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004351,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004595,PTETRI3,Pterostichus tristis
NEON.BET.D01.004614,CARSER,Carabus serratus
NEON.BET.D01.004363,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004524,CARGOR,Carabus goryi
NEON.BET.D01.004357,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004607,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004753,PLADEC,Platynus decentis
NEON.BET.D01.004611,CARSER,Carabus serratus
NEON.BET.D01.004467,CARGOR,Carabus goryi
NEON.BET.D01.004353,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004433,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004672,PTEADO,Pterostichus adoxus
NEON.BET.D01.004618,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004383,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004435,CARGOR,Carabus goryi
NEON.BET.D01.004682,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004729,DICPOL,Dicaelus politus
NEON.BET.D01.004381,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004376,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004722,PTEMUT2,Pterostichus mutus
NEON.BET.D01.004730,DICPOL,Dicaelus politus
NEON.BET.D01.004673,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004671,PTEROS,Pterostichus rostratus
NEON.BET.D01.004375,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004416,CARGOR,Carabus goryi
NEON.BET.D01.004601,PTEROS,Pterostichus rostratus
NEON.BET.D01.004684,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004427,CARGOR,Carabus goryi
NEON.BET.D01.004429,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004420,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004594,PTETRI3,Pterostichus tristis
NEON.BET.D01.004426,CARGOR,Carabus goryi
NEON.BET.D01.004379,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004425,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004370,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004619,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004670,PTEROS,Pterostichus rostratus
NEON.BET.D01.004680,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004385,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004423,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004683,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004436,CARGOR,Carabus goryi
NEON.BET.D01.004421,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004389,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004418,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004430,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004396,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004749,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.004641,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004724,PTEMUT2,Pterostichus mutus
NEON.BET.D01.004422,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004386,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004721,PTEMUT2,Pterostichus mutus
NEON.BET.D01.004603,PTEROS,Pterostichus rostratus
NEON.BET.D01.004621,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004674,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004434,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004762,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004675,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004811,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004398,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004431,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004397,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004676,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004681,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004438,CARGOR,Carabus goryi
NEON.BET.D01.004757,AGORET,Agonum retractum
NEON.BET.D01.004752,APELUC2,Apenes lucidula
NEON.BET.D01.004476,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004679,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004494,CARGOR,Carabus goryi
NEON.BET.D01.004408,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004407,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004668,PTEROS,Pterostichus rostratus
NEON.BET.D01.004751,AMPINT,Amphasia interstitialis
NEON.BET.D01.004602,PTEROS,Pterostichus rostratus
NEON.BET.D01.004625,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004727,PTEADO,Pterostichus adoxus
NEON.BET.D01.004741,DICPOL,Dicaelus politus
NEON.BET.D01.004410,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004731,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004341,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004591,PTETRI3,Pterostichus tristis
NEON.BET.D01.004812,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004409,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004707,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004592,PTETRI3,Pterostichus tristis
NEON.BET.D01.004544,CARGOR,Carabus goryi
NEON.BET.D01.004617,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004767,SYNAME,Syntomus americanus
NEON.BET.D01.004725,PTEADO,Pterostichus adoxus
NEON.BET.D01.004704,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004400,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004651,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004706,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004814,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004570,CARGOR,Carabus goryi
NEON.BET.D01.004579,CARGOR,Carabus goryi
NEON.BET.D01.004650,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004337,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004687,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004610,CARSER,Carabus serratus
NEON.BET.D01.004399,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004335,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004572,CARGOR,Carabus goryi
NEON.BET.D01.004652,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004813,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004411,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004705,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004588,CARSER,Carabus serratus
NEON.BET.D01.004623,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004747,CYMNEG,Cymindis neglecta
NEON.BET.D01.004624,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004715,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004587,CARSER,Carabus serratus
NEON.BET.D01.004406,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004599,PTEROS,Pterostichus rostratus
NEON.BET.D01.004710,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004708,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004728,PTEADO,Pterostichus adoxus
NEON.BET.D01.004346,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004584,CARSER,Carabus serratus
NEON.BET.D01.004598,PTEROS,Pterostichus rostratus
NEON.BET.D01.004615,PTETRI3,Pterostichus tristis
NEON.BET.D01.004696,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004345,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004606,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004709,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004597,PTEROS,Pterostichus rostratus
NEON.BET.D01.004701,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004750,CYMLIM,Cymindis limbata
NEON.BET.D01.004338,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004697,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004654,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004698,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004713,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004556,CARGOR,Carabus goryi
NEON.BET.D01.004689,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004600,PTEROS,Pterostichus rostratus
NEON.BET.D01.004700,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004703,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004699,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004585,CARSER,Carabus serratus
NEON.BET.D01.004343,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004660,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004590,PTETRI3,Pterostichus tristis
NEON.BET.D01.004404,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004545,CARGOR,Carabus goryi
NEON.BET.D01.004647,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004582,CARGOR,Carabus goryi
NEON.BET.D01.004622,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004567,CARSER,Carabus serratus
NEON.BET.D01.004401,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004743,AGORET,Agonum retractum
NEON.BET.D01.004596,PTEROS,Pterostichus rostratus
NEON.BET.D01.004766,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004712,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004583,CARSER,Carabus serratus
NEON.BET.D01.004620,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004692,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004686,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004578,CARGOR,Carabus goryi
NEON.BET.D01.004402,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004740,DICPOL,Dicaelus politus
NEON.BET.D01.004649,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004744,CYMCRI,Cymindis cribricollis
NEON.BET.D01.004569,CARSER,Carabus serratus
NEON.BET.D01.004586,CARSER,Carabus serratus
NEON.BET.D01.004403,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004733,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004593,PTETRI3,Pterostichus tristis
NEON.BET.D01.004568,CARSER,Carabus serratus
NEON.BET.D01.004669,PTEROS,Pterostichus rostratus
NEON.BET.D01.004665,PTETRI3,Pterostichus tristis
NEON.BET.D01.004695,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004694,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004634,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004756,CICSEX,Cicindela sexguttata
NEON.BET.D01.004605,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004608,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004405,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004661,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004666,PTETRI3,Pterostichus tristis
NEON.BET.D01.004657,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004589,PTETRI3,Pterostichus tristis
NEON.BET.D01.004566,CARSER,Carabus serratus
NEON.BET.D01.004576,CARGOR,Carabus goryi
NEON.BET.D01.004664,PTETRI3,Pterostichus tristis
NEON.BET.D01.004638,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004735,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004737,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004616,PTETRI3,Pterostichus tristis
NEON.BET.D01.004738,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004714,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004726,PTEADO,Pterostichus adoxus
NEON.BET.D01.004541,CARGOR,Carabus goryi
NEON.BET.D01.004734,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004653,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004475,CARGOR,Carabus goryi
NEON.BET.D01.004628,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004645,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004745,CYMCRI,Cymindis cribricollis
NEON.BET.D01.004746,CYMNEG,Cymindis neglecta
NEON.BET.D01.004580,CARGOR,Carabus goryi
NEON.BET.D01.004754,PTECOR1,Pterostichus coracinus
